adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Os6Zr6,-0.318881364,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Os', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,298.32,11.22,1.33,6.634126,0.426,601.0,-0.425260353294182,6.17252231775159,0.446335538771203,5.224
H,Os6Zr6,-0.984265279,hollow-tilt|A_A_B|FCC,L1_o,"['Zr', 'Os', 'Os']","[9, 11, 12]","['Zr', 'Zr', 'Os', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,298.32,11.22,1.8602258175747028,7.836862000000001,0.8753333333333334,641.0,-1.12922134461281,4.52322745621077,0.718203121840245,5.224
H,Os6Zr6,-0.98445467,hollow-tilt|A_B_B|FCC,L1_o,"['Zr', 'Zr', 'Os']","[9, 10, 12]","['Zr', 'Zr', 'Os', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,298.32,11.22,1.5729273147143052,7.235494,0.6506666666666666,621.0,-0.813674950254784,5.33789408930276,0.596316387773533,5.224
H,Pd6Pt6,0.171278246,top|A,L1_o,['Pd'],[9],"['Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[6, 7, 8, 9, 10, 11, 12]",1,390.745,8.825,2.2,8.336839,0.562,396.7,-1.79416690024772,1.4976914477332,0.933632964526815,19.14
H,Pd6Pt6,-0.054710936,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,390.745,8.825,2.2,8.336839,0.562,396.7,-1.79418234129573,1.49765120381443,0.933634689574603,19.14
H,Pd6Pt6,-0.29168413,bridge|B_B|A,L1_o,"['Pt', 'Pt']","[11, 12]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,390.745,8.825,2.28,8.95883,2.128,510.0,-1.97402595784325,1.71204012558803,0.91080747591419,19.14
H,Pd6Pt6,-0.230531171,bridge|A_B|B,L1_o,"['Pd', 'Pt']","[9, 11]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,390.745,8.825,2.239642828667107,8.6478345,1.3450000000000002,453.35,-1.88393530343606,1.61075469992237,0.92224450813688,19.14
H,Pd6Pt6,-0.255835036,hollow|A_A_B|HCP,L1_o,"['Pd', 'Pd', 'Pt']","[9, 10, 11]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,390.745,8.825,2.226349810093037,8.544169333333333,1.084,434.4666666666667,-1.85400030415726,1.57449431955283,0.926046061634473,19.14
H,Pd6Pt6,-0.286379134,hollow|A_A_B|FCC,L1_o,"['Pd', 'Pd', 'Pt']","[9, 10, 12]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,390.745,8.825,2.226349810093037,8.544169333333333,1.084,434.4666666666667,-1.85398484791256,1.57448250992234,0.926044786651563,19.14
H,Pd6Pt6,-0.306656241,hollow|A_B_B|FCC,L1_o,"['Pd', 'Pt', 'Pt']","[9, 11, 12]","['Pd', 'Pd', 'Pt', 'Pt', 'Pd', 'Pd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,390.745,8.825,2.2530152167733184,8.751499666666668,1.606,472.23333333333335,-1.91390140344298,1.64568723171421,0.918436048207447,19.14
H,Pd6Re6,-0.534697298,bridge|B_B|A,L1_o,"['Re', 'Re']","[11, 12]","['Pd', 'Pd', 'Re', 'Re', 'Pd', 'Pd', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,332.58500000000004,8.71,1.9,7.83352,0.15,738.0,-1.18818127274497,3.83488239467979,0.632224434905449,22.33
H,Pd6Re6,-0.308433825,hollow|A_A_B|HCP,L1_o,"['Pd', 'Pd', 'Re']","[9, 10, 11]","['Pd', 'Pd', 'Re', 'Re', 'Pd', 'Pd', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,332.58500000000004,8.71,2.0950753841899834,8.169065999999999,0.4246666666666666,510.4666666666667,-2.22033398757132,3.18539652897219,0.830145272457007,22.33
H,Pd6Re6,-0.233960077,hollow|A_A_B|FCC,L1_o,"['Pd', 'Pd', 'Re']","[9, 10, 12]","['Pd', 'Pd', 'Re', 'Re', 'Pd', 'Pd', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,332.58500000000004,8.71,2.0950753841899834,8.169065999999999,0.4246666666666666,510.4666666666667,-2.22037378063481,3.18535677197356,0.830152671703478,22.33
H,Pd6Rh6,-0.059153603,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[11, 12]","['Rh', 'Rh', 'Pd', 'Pd', 'Rh', 'Rh', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,384.705,8.42,2.2,8.336839,0.562,396.7,-2.06081873402964,2.29331101219982,0.925064518777558,29.58
H,Pd6Rh6,-0.254753656,hollow|A_A_B|HCP,L1_o,"['Rh', 'Pd', 'Pd']","[10, 11, 12]","['Rh', 'Rh', 'Pd', 'Pd', 'Rh', 'Rh', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,384.705,8.42,2.226349810093037,8.044192666666666,0.7536666666666667,436.7000000000001,-1.85973316893883,2.2813649751445,0.889347447417219,29.58
H,Pd6Rh6,-0.200692256,hollow|A_A_B|FCC,L1_o,"['Rh', 'Pd', 'Pd']","[9, 11, 12]","['Rh', 'Rh', 'Pd', 'Pd', 'Rh', 'Rh', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,384.705,8.42,2.226349810093037,8.044192666666666,0.7536666666666667,436.7000000000001,-1.859218093082,2.28151832065557,0.889261421788932,29.58
H,Pd6Rh6,-0.279811395,hollow|A_B_B|HCP,L1_o,"['Rh', 'Rh', 'Pd']","[9, 10, 11]","['Rh', 'Rh', 'Pd', 'Pd', 'Rh', 'Rh', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,384.705,8.42,2.2530152167733184,7.751546333333332,0.9453333333333334,476.7000000000001,-1.65680516937738,2.25141457702584,0.853306466155143,29.58
H,Pd6Rh6,-0.348211698,hollow|A_B_B|FCC,L1_o,"['Rh', 'Rh', 'Pd']","[9, 10, 12]","['Rh', 'Rh', 'Pd', 'Pd', 'Rh', 'Rh', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,384.705,8.42,2.2530152167733184,7.751546333333332,0.9453333333333334,476.7000000000001,-1.65681435390698,2.25141285530459,0.853307041820532,29.58
H,Pd6Ru6,-0.279088525,hollow|A_A_B|HCP,L1_o,"['Ru', 'Pd', 'Pd']","[10, 11, 12]","['Ru', 'Ru', 'Pd', 'Pd', 'Ru', 'Ru', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.83,8.365,2.2,8.011392666666666,0.7246666666666668,466.3666666666667,-2.0009333093039,2.57448513604841,0.853812250944164,17.64
H,Pd6Ru6,-0.151221824,hollow|A_A_B|FCC,L1_o,"['Ru', 'Pd', 'Pd']","[9, 11, 12]","['Ru', 'Ru', 'Pd', 'Pd', 'Ru', 'Ru', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.83,8.365,2.2,8.011392666666666,0.7246666666666668,466.3666666666667,-2.00105947668797,2.57476864651458,0.85379297372742,17.64
H,Pd6Ru6,-0.325142839,hollow|A_B_B|HCP,L1_o,"['Ru', 'Ru', 'Pd']","[9, 10, 11]","['Ru', 'Ru', 'Pd', 'Pd', 'Ru', 'Ru', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.83,8.365,2.2,7.685946333333334,0.8873333333333333,536.0333333333333,-1.66134695755898,2.66575609996553,0.784824590276922,17.64
H,Pd6Ru6,-0.400912121,hollow|A_B_B|FCC,L1_o,"['Ru', 'Ru', 'Pd']","[9, 10, 12]","['Ru', 'Ru', 'Pd', 'Pd', 'Ru', 'Ru', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.83,8.365,2.2,7.685946333333334,0.8873333333333333,536.0333333333333,-1.66134521988844,2.66575446993552,0.784824476499425,17.64
H,Pd6Sc6,0.390020357,top|B,L1_o,['Sc'],[10],"['Sc', 'Sc', 'Pd', 'Sc', 'Sc', 'Pd', 'Pd']","[5, 6, 8, 9, 10, 11, 12]",1,359.985,11.78,1.36,6.56149,0.188,334.0,-0.018026269156736,2.17774735009636,0.286618519304021,10.27
H,Pd6Sc6,-0.005036419,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[11, 12]","['Sc', 'Sc', 'Pd', 'Pd', 'Sc', 'Sc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,359.985,11.78,2.2,8.336839,0.562,396.7,-3.00099150684584,1.82058991966348,0.960649259560621,10.27
H,Pd6Sc6,-0.424848343,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Pd']","[9, 10, 11]","['Sc', 'Sc', 'Pd', 'Pd', 'Sc', 'Sc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.985,11.78,1.5964923157138766,7.153273,0.3126666666666666,354.9,-1.42114342894333,2.50742004602728,0.603649402763707,10.27
H,Pd6Sc6,-0.422001352,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Pd']","[9, 10, 12]","['Sc', 'Sc', 'Pd', 'Pd', 'Sc', 'Sc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.985,11.78,1.5964923157138766,7.153273,0.3126666666666666,354.9,-1.42117179520228,2.50742511383303,0.603653472111377,10.27
H,Pd6Ta6,-0.678031086,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Pd', 'Pd', 'Ta', 'Ta', 'Pd', 'Pd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,359.6,9.705,1.5,7.549571,0.322,771.0,0.163315002906359,4.26697750192996,0.421621464566316,18.17
H,Pd6Ta6,-0.246768884,hollow|A_A_B|HCP,L1_o,"['Pd', 'Pd', 'Ta']","[9, 10, 11]","['Pd', 'Pd', 'Ta', 'Ta', 'Pd', 'Pd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.6,9.705,1.9363277681965976,8.074416333333332,0.482,521.4666666666667,-1.77507280062838,3.61987083545894,0.766518145772905,18.17
H,Pd6Ta6,-0.306614336,hollow|A_A_B|FCC,L1_o,"['Pd', 'Pd', 'Ta']","[9, 10, 12]","['Pd', 'Pd', 'Ta', 'Ta', 'Pd', 'Pd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.6,9.705,1.9363277681965976,8.074416333333332,0.482,521.4666666666667,-1.77499066933607,3.61991695105138,0.766507951968933,18.17
H,Pd6Ta6,-0.686865126,hollow|A_B_B|HCP,L1_o,"['Pd', 'Ta', 'Ta']","[10, 11, 12]","['Pd', 'Pd', 'Ta', 'Ta', 'Pd', 'Pd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,359.6,9.705,1.704256920858735,7.811993666666666,0.402,646.2333333333333,-0.838205782622262,4.0631634400991,0.599816752560964,18.17
H,Pd6Tc6,-0.48328411,bridge|B_B|A,L1_o,"['Tc', 'Tc']","[9, 10]","['Tc', 'Tc', 'Pd', 'Pd', 'Tc', 'Tc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,331.285,8.595,1.9,7.11938,0.55,573.0,-1.03476154118614,3.03442541627849,0.636572791755523,25.96
H,Pd6Tc6,-0.29513671,hollow|A_A_B|HCP,L1_o,"['Tc', 'Pd', 'Pd']","[10, 11, 12]","['Tc', 'Tc', 'Pd', 'Pd', 'Tc', 'Tc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.285,8.595,2.095075384189983,7.931019333333331,0.558,455.4666666666667,-2.04220680740639,2.72380929603449,0.831241472905986,25.96
H,Pd6Tc6,-0.231007234,hollow|A_A_B|FCC,L1_o,"['Tc', 'Pd', 'Pd']","[9, 11, 12]","['Tc', 'Tc', 'Pd', 'Pd', 'Tc', 'Tc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.285,8.595,2.095075384189983,7.931019333333331,0.558,455.4666666666667,-2.04222586473717,2.72382400969937,0.83124712436958,25.96
H,Pd6Tc6,-0.476877053,hollow|A_B_B|HCP,L1_o,"['Tc', 'Tc', 'Pd']","[9, 10, 11]","['Tc', 'Tc', 'Pd', 'Pd', 'Tc', 'Tc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.285,8.595,1.9951549388358207,7.525199666666666,0.554,514.2333333333333,-1.54689840757326,2.92447750254459,0.735533573100259,25.96
H,Pd6Tc6,-0.53131125,hollow|A_B_B|FCC,L1_o,"['Tc', 'Tc', 'Pd']","[9, 10, 12]","['Tc', 'Tc', 'Pd', 'Pd', 'Tc', 'Tc', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.285,8.595,1.9951549388358207,7.525199666666666,0.554,514.2333333333333,-1.54690263117928,2.92447806385242,0.735534076374106,25.96
H,Pd6Ti6,-0.130360216,hollow|A_A_B|HCP,L1_o,"['Ti', 'Pd', 'Pd']","[10, 11, 12]","['Ti', 'Ti', 'Pd', 'Pd', 'Ti', 'Ti', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.075,9.6,1.9533888038337217,7.833932666666667,0.401,412.3666666666666,-2.25612219937475,2.39633739940257,0.815739877905437,27.05
H,Pd6Ti6,-0.183918886,hollow|A_A_B|FCC,L1_o,"['Ti', 'Pd', 'Pd']","[9, 11, 12]","['Ti', 'Ti', 'Pd', 'Pd', 'Ti', 'Ti', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.075,9.6,1.9533888038337217,7.833932666666667,0.401,412.3666666666666,-2.25590027429736,2.39641153793364,0.815680917116047,27.05
H,Pd6Ti6,-0.600290203,hollow|A_B_B|HCP,L1_o,"['Ti', 'Ti', 'Pd']","[9, 10, 11]","['Ti', 'Ti', 'Pd', 'Pd', 'Ti', 'Ti', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.075,9.6,1.7344217358831535,7.331026333333334,0.24,428.0333333333333,-1.3867692300173,2.56850808923107,0.638938437115607,27.05
H,Pd6V6,-0.546334791,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[11, 12]","['V', 'V', 'Pd', 'Pd', 'V', 'V', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,346.035,8.440000000000001,2.2,8.336839,0.562,396.7,-2.81281524475483,2.14486319732202,0.947930454492819,19.53
H,Pd6V6,-0.266682038,hollow|A_A_B|HCP,L1_o,"['V', 'Pd', 'Pd']","[10, 11, 12]","['V', 'V', 'Pd', 'Pd', 'V', 'V', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,346.035,8.440000000000001,1.99072370839209,7.806621666666667,0.5496666666666667,423.06666666666666,-2.14616250801894,2.49117306406331,0.823501532053652,19.53
H,Pd6V6,-0.276193914,hollow|A_A_B|FCC,L1_o,"['V', 'Pd', 'Pd']","[9, 11, 12]","['V', 'V', 'Pd', 'Pd', 'V', 'V', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,346.035,8.440000000000001,1.99072370839209,7.806621666666667,0.5496666666666667,423.06666666666666,-2.14701462085354,2.49072736033219,0.823705912760464,19.53
H,Pd6V6,-0.595920055,hollow|A_B_B|HCP,L1_o,"['V', 'V', 'Pd']","[9, 10, 11]","['V', 'V', 'Pd', 'Pd', 'V', 'V', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,346.035,8.440000000000001,1.8013549468883434,7.276404333333333,0.5373333333333333,449.4333333333333,-1.36354849234095,2.63759449968606,0.677489137324927,19.53
H,Pd6V6,-0.567641577,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Pd']","[9, 10, 12]","['V', 'V', 'Pd', 'Pd', 'V', 'V', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,346.035,8.440000000000001,1.8013549468883434,7.276404333333333,0.5373333333333333,449.4333333333333,-1.36347873120889,2.6376058917155,0.677471871654944,19.53
H,Pd6W6,-0.657020904,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Pd', 'Pd', 'W', 'W', 'Pd', 'Pd', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,352.795,9.015,2.36,7.86403,0.81626,835.0,-1.03074120856167,4.08075802171363,0.589433857908121,11.16
H,Pd6W6,-0.276576097,hollow|A_A_B|HCP,L1_o,"['Pd', 'Pd', 'W']","[9, 10, 11]","['Pd', 'Pd', 'W', 'W', 'Pd', 'Pd', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.795,9.015,2.252090238647488,8.179236,0.6467533333333333,542.8,-2.28713297466359,3.21393163648249,0.829608296868401,11.16
H,Pd6W6,-0.27061558,hollow|A_A_B|FCC,L1_o,"['Pd', 'Pd', 'W']","[9, 10, 12]","['Pd', 'Pd', 'W', 'W', 'Pd', 'Pd', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.795,9.015,2.252090238647488,8.179236,0.6467533333333333,542.8,-2.2871317002414,3.21393852620923,0.829608504334746,11.16
H,Pd6Y6,0.228425282,top|A,L1_o,['Pd'],[9],"['Pd', 'Y', 'Y', 'Pd', 'Pd', 'Y', 'Y']","[5, 7, 8, 9, 10, 11, 12]",1,376.905,14.22,2.2,8.336839,0.562,396.7,-2.80441977167691,1.92222489336936,0.958104354321382,4.558
H,Pd6Y6,-0.080327325,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Y', 'Y', 'Pd', 'Pd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,376.905,14.22,2.2,8.336839,0.562,396.7,-2.80441533449722,1.92222533052099,0.958100485498732,4.558
H,Pd6Y6,-0.559393398,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Pd', 'Pd', 'Y', 'Y', 'Pd', 'Pd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,376.905,14.22,1.22,6.21726,0.307,391.4,-0.12078214930787,2.99216298819486,0.325049263645092,4.558
H,Pd6Zn6,0.057457517,bridge|A_A|B,L1_o,"['Pd', 'Pd']","[11, 12]","['Zn', 'Zn', 'Pd', 'Pd', 'Zn', 'Zn', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,327.78,8.86,2.2,8.336839,0.562,396.7,-2.29845216338169,1.54502991596682,0.941497126210404,2.364
H,Pd6Zn6,0.023949691,hollow|A_A_B|HCP,L1_o,"['Zn', 'Pd', 'Pd']","[10, 11, 12]","['Zn', 'Zn', 'Pd', 'Pd', 'Zn', 'Zn', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,327.78,8.86,1.9988326521153537,8.689291666666666,0.3746666666666667,306.5833333333333,-3.84642759817631,2.55206423354658,0.960386156436978,2.364
H,Pd6Zn6,0.264066888,hollow|A_B_B|FCC,L1_o,"['Zn', 'Zn', 'Pd']","[9, 10, 12]","['Zn', 'Zn', 'Pd', 'Pd', 'Zn', 'Zn', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,327.78,8.86,1.8160599868920448,9.041744333333334,0.1873333333333333,216.46666666666664,-5.37862750134883,2.42431947032782,0.979083052543117,2.364
H,Pd6Zr6,0.064791393,top|B,L1_o,['Zr'],[10],"['Zr', 'Zr', 'Pd', 'Zr', 'Zr', 'Pd', 'Pd']","[5, 6, 8, 9, 10, 11, 12]",1,356.135,11.29,1.33,6.634126,0.426,601.0,,,,
H,Pd6Zr6,-0.732703382,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Pd', 'Pd', 'Zr', 'Zr', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,356.135,11.29,1.33,6.634126,0.426,601.0,,,,
H,Pd6Zr6,0.012725268,hollow|A_A_B|HCP,L1_o,"['Zr', 'Pd', 'Pd']","[10, 11, 12]","['Zr', 'Zr', 'Pd', 'Pd', 'Zr', 'Zr', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,356.135,11.29,1.8602258175747028,7.7692679999999985,0.5166666666666666,464.8,,,,
H,Pd6Zr6,-0.010807409,hollow|A_A_B|FCC,L1_o,"['Zr', 'Pd', 'Pd']","[9, 11, 12]","['Zr', 'Zr', 'Pd', 'Pd', 'Zr', 'Zr', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,356.135,11.29,1.8602258175747028,7.7692679999999985,0.5166666666666666,464.8,,,,
H,Pt6Re6,-0.172882902,top|B,L1_o,['Re'],[10],"['Re', 'Re', 'Pt', 'Re', 'Re', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,334.26,8.975,1.9,7.83352,0.15,738.0,-1.35397956036589,3.91939597914537,0.635198332416165,13.24
H,Pt6Re6,-0.407946808,bridge|B_B|A,L1_o,"['Re', 'Re']","[9, 10]","['Re', 'Re', 'Pt', 'Pt', 'Re', 'Re', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,334.26,8.975,1.9,7.83352,0.15,738.0,-1.35380130314929,3.91931535556465,0.635167301355037,13.24
H,Pt6Re6,-0.005126217,hollow|A_A_B|HCP,L1_o,"['Re', 'Pt', 'Pt']","[10, 11, 12]","['Re', 'Re', 'Pt', 'Pt', 'Re', 'Re', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,334.26,8.975,2.1455621458487446,8.583726666666665,1.4686666666666668,586.0,-2.59791277420619,3.70432347073631,0.812839377888201,13.24
H,Pt6Re6,-0.078017895,hollow|A_A_B|FCC,L1_o,"['Re', 'Pt', 'Pt']","[9, 11, 12]","['Re', 'Re', 'Pt', 'Pt', 'Re', 'Re', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,334.26,8.975,2.1455621458487446,8.583726666666665,1.4686666666666668,586.0,-2.59776832838325,3.70446817222399,0.812812553168576,13.24
H,Pt6Rh6,-0.183102409,bridge|A_A|B,L1_o,"['Pt', 'Pt']","[11, 12]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.38,8.684999999999999,2.28,8.95883,2.128,510.0,-2.40834760112689,2.90780712898691,0.89502277821101,23.34
H,Pt6Rh6,-0.164151449,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.38,8.684999999999999,2.28,7.4589,1.137,516.7,-1.58127886954598,2.39935671608216,0.808360138026827,23.34
H,Pt6Rh6,-0.162144337,bridge|A_B|A,L1_o,"['Rh', 'Pt']","[9, 11]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.38,8.684999999999999,2.28,8.208865,1.6325,513.35,-1.9964504584621,2.6984601872991,0.85186845456672,23.34
H,Pt6Rh6,-0.189147418,hollow|A_A_B|HCP,L1_o,"['Rh', 'Pt', 'Pt']","[10, 11, 12]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,386.38,8.684999999999999,2.28,8.458853333333332,1.7976666666666667,512.2333333333333,-2.13398805005552,2.77693801192286,0.866273023050169,23.34
H,Pt6Rh6,-0.201134713,hollow|A_A_B|FCC,L1_o,"['Rh', 'Pt', 'Pt']","[9, 11, 12]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,386.38,8.684999999999999,2.28,8.458853333333332,1.7976666666666667,512.2333333333333,-2.13409096271065,2.77693107257646,0.866293153415455,23.34
H,Pt6Rh6,-0.224009146,hollow|A_B_B|HCP,L1_o,"['Rh', 'Rh', 'Pt']","[9, 10, 11]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,386.38,8.684999999999999,2.28,7.958876666666666,1.4673333333333334,514.4666666666667,-1.85834284022827,2.61014750859424,0.837387939526082,23.34
H,Pt6Rh6,-0.291889984,hollow|A_B_B|FCC,L1_o,"['Rh', 'Rh', 'Pt']","[9, 10, 12]","['Rh', 'Rh', 'Pt', 'Pt', 'Rh', 'Rh', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,386.38,8.684999999999999,2.28,7.958876666666666,1.4673333333333334,514.4666666666667,-1.85833638032933,2.6101582420748,0.837387122668638,23.34
H,Pt6Ru6,-0.031854462,bridge|A_A|B,L1_o,"['Pt', 'Pt']","[11, 12]","['Ru', 'Ru', 'Pt', 'Pt', 'Ru', 'Ru', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,331.505,8.629999999999999,2.28,8.95883,2.128,510.0,-2.75633816621087,3.12614956523325,0.895337834561168,18.15
H,Pt6Ru6,-0.189973827,bridge|B_B|A,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Pt', 'Pt', 'Ru', 'Ru', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,331.505,8.629999999999999,2.2,7.3605,1.05,605.7,-1.42619508880263,2.85939259939046,0.717281039841105,18.15
H,Pt6Ru6,-0.084698017,hollow|A_A_B|HCP,L1_o,"['Ru', 'Pt', 'Pt']","[10, 11, 12]","['Ru', 'Ru', 'Pt', 'Pt', 'Ru', 'Ru', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.505,8.629999999999999,2.2530152167733184,8.426053333333332,1.7686666666666666,541.9,-2.31777123112667,3.10433197074533,0.836629246754014,18.15
H,Pt6Ru6,-0.093021708,hollow|A_A_B|FCC,L1_o,"['Ru', 'Pt', 'Pt']","[9, 11, 12]","['Ru', 'Ru', 'Pt', 'Pt', 'Ru', 'Ru', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.505,8.629999999999999,2.2530152167733184,8.426053333333332,1.7686666666666666,541.9,-2.31783835249812,3.1044040843133,0.83664386890017,18.15
